5
40, 400
40, 385
40, 370
75, 400
75, 385
75, 370
110, 400
110, 385
110, 370
40, 340
40, 325
40, 310
75, 340
75, 325
75, 310
110, 340
110, 325
110, 310
40, 280
40, 265
40, 250
75, 280
75, 265
75, 250
110, 280
110, 265
110, 250
40, 220
40, 205
40, 190
75, 220
75, 205
75, 190
110, 220
110, 205
110, 190
180, 400
180, 385
180, 370
215, 400
215, 385
215, 370
250, 400
250, 385
250, 370
180, 340
180, 325
180, 310
215, 340
215, 325
215, 310
250, 340
250, 325
250, 310
180, 280
180, 265
180, 250
215, 280
215, 265
215, 250
250, 280
250, 265
250, 250
180, 220
180, 205
180, 190
215, 220
215, 205
215, 190
250, 220
250, 205
250, 190
320, 400
320, 385
320, 370
355, 400
355, 385
355, 370
390, 400
390, 385
390, 370
320, 340
320, 325
320, 310
355, 340
355, 325
355, 310
390, 340
390, 325
390, 310
320, 280
320, 265
320, 250
355, 280
355, 265
355, 250
390, 280
390, 265
390, 250
320, 220
320, 205
320, 190
355, 220
355, 205
355, 190
390, 220
390, 205
390, 190
460, 400
460, 385
460, 370
495, 400
495, 385
495, 370
530, 400
530, 385
530, 370
460, 340
460, 325
460, 310
495, 340
495, 325
495, 310
530, 340
530, 325
530, 310
460, 280
460, 265
460, 250
495, 280
495, 265
495, 250
530, 280
530, 265
530, 250
460, 220
460, 205
460, 190
495, 220
495, 205
495, 190
530, 220
530, 205
530, 190
